Subject,Verb,Object
fatality,cause,the Delta variant
the process of viral evolution,understand,these associations with evolution
the process of,understand,the disease outcome
2/3 of cases with viral post - viral adrenal infarction ( AI ),find,One extreme form of adrenal insufficiency
a severe coronavirus disease 2019 infection,associate,"be , results suggest"
prompt glucocorticoid intervention,require,it
necrosis,include,HP aspects
36074666 1463 1471 Disease MESH : MESH,include,HP aspects
36074666 1580 1594 adrenal Disease MESH : MESH,include,HP aspects
ischemia,associate,necrosis
Disease MESH :,infarct,D052439 1537 Disease MESH :
Disease MESH :,infarct,D000310 36074666 	 1555
"many surprises ,",yield,COVID-19 pandemic
36074833 109 syndrome coronavirus Species : D007239 : Species :,yield,COVID-19 pandemic
36075243|t|Dipeptidyl inhibition in : trial,yield,COVID-19 pandemic
"severe disease than older adults , is",develop,children
COVID-19,hospitalise,patients
the pathogenesis of,involve,Neutrophil serine proteases
severe infection,report,activity
COVID-19,hospitalise,patients
COVID-19,hospitalise,who
1:1,assign,one risk factor for severe disease
96 h of hospital admission,assign,one risk factor for
daily brensocatib,assign,one risk factor for
28 days,assign,one risk factor for
PARAMETERS,CHOROIDAL,36075243 677 patients Species 	 MESH : C000657245 AS Evaluation as .
PARAMETERS,CHOROIDAL,36075519 PATIENTS Species 	 9606 MESH : C000657245 : Species 36075519 232 MESH : C000657245 AS Evaluation as .
PARAMETERS,CHOROIDAL,MESH Evaluation of as .
PARAMETERS,CHOROIDAL,MESH Evaluation of as .
an overall thinning of,detect,We
layers,detect,We
significant change in pRNFL,!detect,We
papers,call,"Lessons on malnutrition , care"
1 ) high risk of ; risk,include,These
the disease,develop,1 ) high risk of ; risk
the presence of pre - existing undernutrition ( malnutrition ),develop,1 ) high risk of ; risk
high risk,develop,1 ) high risk of ; risk
micronutrient deficiencies,include,pre - existing undernutrition ( malnutrition )
malnutrition,develop,"2 high risk of , with substantial impact on term sequelae"
the course of,develop,"2 high risk of , with"
disease outcomes,improve,implementation of nutritional care
"the interaction between ,",contribute,social health determinants
negative impact of on nutrition quality,include,"the interaction between ,"
papers,call,"Lessons on malnutrition , care"
the need,support,the evidence
risk for persons with,support,the evidence
COVID-19,consider,the need
a case of disease,consider,the need
papers,call,C000657245
36075815 MESH : 36075815 36075815 1705 MESH : D009765 36075815|t|COVID-19 : Lessons
recommendations,support,Similarities with many other disease conditions
D007239 36076589|t|A comprehensive insight into : Immunogenicity,support,Similarities with
the relevance of appropriate nutritional policies,underscore,they
36075815 1850 Disease MESH : C000657245,underscore,they
infection risk,limit,the relevance of
the negative health impact of acute pandemic bouts,mitigate,the relevance of
antibodies,persist,"The relative contributions of ,"
immune memory,persist,"The relative contributions of ,"
the determinants of memory induction,persist,"The relative contributions of ,"
specific diseases,protect,"The relative contributions of ,"
motor - motor symptoms,accompany,"the PD hallmarks ,"
syndrome infection,emerge,"Coronavirus disease 2019 ( COVID-19 ) ,"
a novel pneumonia,evolve,"Coronavirus disease 2019 ( COVID-19 ) ,"
"a multifaceted syndrome with multiple clinical manifestations ,",evolve,"Coronavirus disease 2019 ( COVID-19 ) ,"
insidious,appear,neurological sequalae
a reliable route for transmission,constitute,Exosomes
hypothesizing,carry,We
exosomal cargo,reflect,these similarities
the virus,modulate,exosomal cargo
correlation with disease severity,modulate,exosomal cargo
"CoV-2 RNA , proteins",contain,SARS cargo
promoters of neurodegenerative cascades,operate,"be , results suggest"
a future parkinsonism,lead,"viral proteins , mediators ,"
PD development,lead,"viral proteins , mediators ,"
react with immune system at different levels,appear,cancer as an disease
cross,appear,cancer as
-,appear,cancer as
talks within the tumor microenvironment,appear,cancer as
early interactions during carcinogenesis,include,different levels
potential endogeneity issues,address,The instrumental variable ( IV ) approach
a accurate causal identification,address,The instrumental variable ( IV ) approach
the mechanisms of the influence of on the epidemic,examine,the model
the heterogeneity of the influence,investigate,we
36078436|t|A Preliminary Study on in with,suggest,We
the ability of the individual immune system,improve,pandemic term regular exercise habits
sudden outbreaks of diseases,cope,the ability of
an important role in the term process,play,The timing of
communicable diseases,lead,"be , results suggest"
time habits,!associate,Other infectious diseases
the severity of the disease,relate,the min walk test
4 weeks,collect,METHODS Patients information
COVID-19 recovery,collect,METHODS Patients information
4 weeks,collect,"the course of ,"
COVID-19 recovery,collect,"the course of ,"
4 weeks,collect,post - COVID-19 complaints
COVID-19 recovery,collect,post - COVID-19 complaints
degeneration ( AMD ),suffer,patients
one of the affected subgroups,represent,patients
36078993 patients Species 	 9606 36078993 MESH : Consequences,represent,patients
active disease,show,OCT images
signs of active disease,regard,"anatomic deterioration ,"
1568 36078993 1587 1598 Disease MESH : MESH,suggest,our results
lower loss rate,remain,BCVA
a probiotic,use,"many doctors , pharmacists"
the treatment of this disease,use,"many doctors , pharmacists"
right heart pressures,increase,he
hypercoagulable changes in the right middle cerebral artery,increase,he
36084394 86 110 Coronavirus disease MESH : C000657245,affect,Coronavirus disease 2019 ( COVID-19 )
C000657245 patients Species 	 symptoms Trajectories,affect,Coronavirus disease 2019 ( COVID-19 )
outcomes,affect,Coronavirus disease 2019 ( COVID-19 )
surgical patients,affect,Coronavirus disease 2019 ( COVID-19 )
protection against various heterologous infectious - infectious diseases,provide,it
36084845 614 633 infectious diseases MESH :,provide,it
36084845 36084845|t|Highlights of : anniversary,provide,it
BCG against tuberculosis,cover,It
"the effect of against ,",cover,It
36084845 985 988 BCG Species 	 MESH : MESH,cover,It
BCG,include,"heterologous infections ,"
the effect of against cancer,include,"heterologous infections ,"
bystander polyclonal B cell activation,associate,36086941|t|COVID-19
disease severity,!link,none
bystander polyclonal B cell activation,associate,COVID-19
disease severity,!link,none
bystander polyclonal B cell activation,associate,36086941|t|COVID-19
disease severity,!link,none
autoimmune features,associate,Coronavirus disease ( COVID-19 )
autoantibody production,associate,Coronavirus disease ( COVID-19 )
bystander polyclonal B cell activation,associate,36086941|t|COVID-19
disease severity,!link,none
36086941 565 patients Species 	 9606 36086941,evaluate,Plasma levels of against 12 viral antigens
bystander polyclonal B cell activation,associate,C000657245 36086941|t|COVID-19
disease severity,!link,none
36086941 1273 1290 coronavirus Species 	 Species,associate,only plasma levels of against proteins
mild disease outcome,associate,only plasma levels of against proteins
bystander polyclonal B cell activation,associate,277944 36086941|t|COVID-19
disease severity,!link,none
a bystander polyclonal B cell activation,associate,COVID-19
disease severity,!link,none of the autoantibody levels
bystander polyclonal B cell activation,associate,36086941|t|COVID-19
disease severity,!link,none
mild disease outcome,associate,term humoral immunity against HCOV-22E spike protein
36087607 1214 1222 Disease MESH : association,combat,ecosystem restoration
the health issues,combat,ecosystem restoration
COVID-19,associate,"be , results suggest"
current responses to the disease,integrate,it
the heterogeneity of in different countries,emphasise,the study results
regional heterogeneity of effects on COVID-19 transmission,underline,this study
36087670 2223 2231 Disease MESH :,underline,this study
36087764 patients Species 	 Man,elaborate,we
prospective clinical trials,conduct,the need
individualized management strategies in this population,develop,the need
"resistance training on maximal exercise tolerance , fatigue",associate,continuous aerobic training
this disease,cause,the damage
DeltaMort cause DeltaMort,total,the two largest contributors
an membrane oxygenation device,employ,It
acute failure patients,treat,( ECMO ) device
clinical COVID-19 syndrome : study,spectroscopy,36089591|t|Cardiovascular resonance imaging
