Subject,Verb,Object
"severe disease courses with multiple organ involvement , impairments",lead,Coronavirus disease 2019 ( COVID-19 )
the treatment of COVID-19 patients,integrate,structured specific monitoring of dysphagia symptoms
"consensus needs , goals , presenters",develop,METHODS :
34242082 Disease MESH :,develop,METHODS :
"consensus needs , goals , presenters",develop,Clinical fellows
34242082 Disease MESH :,develop,Clinical fellows
"consensus needs , goals , presenters",develop,faculty
34242082 Disease MESH :,develop,faculty
a pandemic : review of CoV-2 infection,34242467|t|hide,C000657245
""
""
a pandemic : review of,seek,C000657245
""
""
several similarities between,be,There
D007249 activation MESH : 34242467|t|Hide .,be,There
"children as Kawasaki disease , syndrome",occur,It has been noted
a pandemic : review of CoV-2 infection,34242467|t|hide,C000657245
""
""
a pandemic : review of,seek,C000657245
""
""
the identification of potential therapeutic targets,aid,An understanding of the unique mechanisms of in children
34242467 1834 Disease MESH :,aid,An understanding of
the number of patients,increase,The coronavirus disease 2019 ( COVID-19 pandemic
treatment,require,patients
an intensive care unit,require,patients
invasive mechanical ventilation,require,patients
disease severity,associate,"a common in complication of ,"
delirium,develop,patients are
hospitalization,develop,patients are
"COVID-19 disease ,",cause,CoV-2 virus
Disease MESH :,cause,CoV-2 virus
34243905|t|Nuclear Medicine Departments in the Era of,cause,CoV-2 virus
mild disease,cause,which
80 % of cases be,cause,which
such geographical variance of the impact of on NM service delivery,gauge,Serial surveys
such geographical variance of,chronicle,Serial surveys
Disease MESH : C000657245,expect,we
the management of many patients,affect,this era
non - communicable diseases,afflict,many patients
"the value of in , elucidation",highlight,The Coronavirus disease 2019 pandemic
that coronavirus disease 2019,recommend,This consensus statement by )
that coronavirus disease 2019,recommend,"the Medicine Association ( HIVMA ) , Society , Society"
MIS - C. CoV-2 infection,relate,34255304|t|SARS Infection
children,manifest,Infection Related to MIS - C. CoV-2 infection
children,manifest,Infection Related to
adults,manifest,Infection Related to
severe disease,have,children
severe disease,have,children
"the innate immune system , amounts",generate,the cytokine response
homeostatic functions,maintain,which
inflammation,prevent,high amounts of ACE-2
regular vaccinations,acquire,immunity
COVID-19,associate,multisystem inflammatory syndrome
children,associate,multisystem inflammatory syndrome
the age of 5 years,associate,multisystem inflammatory syndrome
COVID-19,associate,multisystem inflammatory syndrome
children,associate,multisystem inflammatory syndrome
the age of 5 years,associate,multisystem inflammatory syndrome
the case definition of,fulfil,cases
COVID-19,associate,multisystem inflammatory syndrome
children,associate,multisystem inflammatory syndrome
the age of 5 years,associate,multisystem inflammatory syndrome
C cases,ventilate,two ( 20 % )
5 years,ventilate,two ( 20 % )
C cases,ventilate,cases with cardiac disease
5 years,ventilate,cases with
a proxy to,consider,whose role
uptake response,consider,whose role
the COVID-19 vaccine,determine,a proxy to
patients with severe infections,focus,research on these persistent symptoms
an inpatient setting,manage,severe infections
34273936 609 633 coronavirus disease MESH : C000657245,seek,We
the potential for resilient performance in healthcare,contribute,these actions
foster resilience within healthcare systems,exist,what opportunities
a month program of at home,follow,Thirteen participants with
a high level of usefulness of the program ( 4.4/5 ),suggest,Parental reports of the involved families
socioeconomic systems,affect,The spread of ( COVID-19 ) C000657245
34286401 146 170 coronavirus disease MESH : C000657245 : C000657245,affect,The spread of ( COVID-19 ) C000657245
Disease MESH,affect,The spread of ( COVID-19 ) C000657245
many countries,affect,The spread of ( COVID-19 ) C000657245
endothelial dysfunction,predict,34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
dilatation,measure,endothelial dysfunction
endothelial dysfunction,predict,34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
endothelial dysfunction,predict,34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
ED,evaluate,It
endothelial dysfunction,predict,34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
COVID-19 disease,diagnose,Patients
the hospital,recruit,Patients
the discharge,recruit,Patients
endothelial dysfunction,predict,34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
terms of demographic features,compare,These two groups
endothelial dysfunction,predict,34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
endothelial dysfunction,predict,34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
ED is the major factor of cardiovascular diseases,cause,COVID-19 disease
34286447 1556 Disease MESH :,cause,COVID-19 disease
endothelial dysfunction,predict,D002318 34286447|t|COVID 19 disease
dilatation,measure,endothelial dysfunction
the course,deteriorate,COVID-19 disease
34286447 1594 1602 Disease MESH : C000657245 :,deteriorate,COVID-19 disease
34287114|t|Absence of,deteriorate,COVID-19 disease
mental good health,achieve,"educational health services , are"
CoV-2 infection,cause,"Coronavirus disease 2019 ( COVID-19 ) ,"
nursing homes,spread,"Coronavirus disease 2019 ( COVID-19 ) ,"
an epidemiological surveillance program,generate,The data
34305157|t|[Epidemiology of among in ],allow,The data
onset coinfection in patients,associate,34308805|t|Risk factors
coronavirus disease 2019 ( COVID-19,hospitalize,34308805|t|Risk factors
coronavirus disease 2019 ( COVID-19,hospitalize,outcomes
onset coinfection in patients,associate,Risk factors
A multihospital cohort study,hospitalize,Risk factors
coronavirus disease 2019 ( COVID-19,hospitalize,Risk factors
A multihospital cohort study,hospitalize,outcomes
coronavirus disease 2019 ( COVID-19,hospitalize,outcomes
onset coinfection in patients,associate,MESH C000657245 34308805|t|Risk factors
A multihospital cohort study,hospitalize,MESH C000657245 34308805|t|Risk factors
coronavirus disease 2019 ( COVID-19,hospitalize,MESH C000657245 34308805|t|Risk factors
A multihospital cohort study,hospitalize,outcomes
coronavirus disease 2019 ( COVID-19,hospitalize,outcomes
34308805 278 Disease MESH : D060085 MESH,determine,We
the incidence of in patients,determine,We
coronavirus disease 2019 ( COVID-19 ),hospitalize,patients
predictors,evaluate,patients
outcomes,evaluate,patients
the reality of a population of teenagers,face,Low-
the reality of,face,income countries
term consequences,suffer,a population of
the complex problems from acute consequences of disease,address,order
multidisciplinary attention,provide,Fundacion Nuestros Hijos ( CROFNH )
34309230 1148 children Species 	 MESH : syndrome,provide,Fundacion Nuestros Hijos ( CROFNH )
an extensive variety of rehabilitation needs for children,provide,Fundacion Nuestros Hijos ( CROFNH )
"a severe multisystem inflammatory syndrome in children ( C ) ,",result,COVID-19 disease
thyroid function ( TF ),alter,which
TF,assess,We
MIS - C,assess,We
a severity score,devise,We
thyroidal illness syndrome,devise,We
multisystem inflammatory syndrome in children,devise,We
efficient drugs,!have,The disease
Infection : Challenges,have,The disease
a dilemma,remain,The treatment of COVID-19 disease
Disease MESH : C000657245,remain,The treatment of
therapy for,!be,there
the evidence,support,we
34315385 1657 1665 Disease MESH : C000657245 :,support,we
"Knowledge of ,",support,we
Covid-19 infection,treat,AZ therapy
"more effectiveness in than severe cases , be a reflection to the time of in the disease course",treat,AZ therapy
Covid-19 infection,treat,the evidence
more effectiveness in than,treat,the evidence
the COVID-19 pandemic,learn,lessons
their clinical teaching,shape,pediatricians
the analysis of other coronaviruses,learn,we
the novel betacoronavirus respiratory ( CoV-2,cause,"The coronavirus disease 2019 ( COVID-19 ) ,"
a pandemic,declare,"The coronavirus disease 2019 ( COVID-19 ) ,"
March 2020,declare,"The coronavirus disease 2019 ( COVID-19 ) ,"
Me Awake,keep,"34324165 2697049 34324663|t|""What"
Night,keep,"34324165 2697049 34324663|t|""What"
an important sector of residential term care,constitute,living ( AL )
fibrosis stage,predict,34325952|t|The role of in : tool ?
clinical prognosis,predict,34325952|t|The role of in : tool ?
the ability of the fibrosis index,evaluate,This review
34325952 165 Disease MESH : D005355 : D005355 :,evaluate,This review
D017093 34325952|t|The role of in : tool ?,evaluate,This review
four factors ( FIB-4 ),base,the ability of
time outcomes in liver injury,base,the ability of
"fibrosis stages , prognosis",identify,four factors ( FIB-4 )
chronic liver disease,identify,four factors ( FIB-4 )
fibrosis stage,predict,D017093 34325952|t|The role of in : tool ?
clinical prognosis,predict,D017093 34325952|t|The role of in : tool ?
six LTCFs ( A,carry,Epidemiological investigations
